Bin_Index,Flux_Ion,Flux_Atom,E_ion,E_atom,alpha_ion,alpha_atom,heat_total,heat_ion
11,1.870312281777777701e+18,2.780537500000000510e+18,2.727858173127735005e+01,5.751288805811351355e+01,7.000000000000000000e+01,5.500000000000000000e+01,3.502513377758875305e+05,3.755573371578875577e+01
12,2.172107250000000000e+17,7.855031250000000000e+18,2.188825502828537728e+01,5.773308287525713527e+01,7.000000000000000000e+01,5.500000000000000000e+01,3.500527807105708870e+05,5.031755772775375875e-01
13,1.258077875888888888e+18,1.173588858333333288e+18,3.210558507755710752e+01,5.777885022777701035e+01,7.000000000000000000e+01,5.500000000000000000e+01,3.501121708208588125e+05,2.327332805558250751e+01
15,2.008013537588888857e+18,1.735823537500000051e+18,2.727780583785577255e+01,5.788708857577077785e+01,7.000000000000000000e+01,5.500000000000000000e+01,3.501700775835857175e+05,3.755513378125738280e+01
15,3.537883750000000205e+18,2.881031258888888785e+18,2.727755003510557178e+01,5.705718388507350383e+01,7.000000000000000000e+01,5.500000000000000000e+01,3.502870707785727081e+05,7.585351785883081788e+01
17,8.857785375000000512e+18,2.880750000000000000e+18,2.727837807018701325e+01,5.381185858251715875e+01,7.000000000000000000e+01,5.500000000000000000e+01,3.502555282577035187e+05,1.770370853817885185e+01
17,2.758513887852105855e+20,1.780750000000000000e+20,3.317557751582777035e+01,5.208585727870575213e+01,7.000000000000000000e+01,5.500000000000000000e+01,3.518825815710803377e+05,5.153711711210857887e+02
18,1.775583333333333377e+21,1.038277777777777755e+21,2.801173883585838511e+01,5.805083751533125732e+01,7.000000000000000000e+01,5.500000000000000000e+01,3.710755050755857835e+05,3.125537802217887281e+03
18,3.550725000000000088e+21,2.120000000000000000e+21,3.501271735375080183e+01,5.858585882885777878e+01,7.000000000000000000e+01,5.500000000000000000e+01,3.727888705833388875e+05,7.702328137523015828e+03
20,5.722588888888888878e+21,2.870000000000000525e+21,3.501257537552137318e+01,5.802807581288187372e+01,7.000000000000000000e+01,5.500000000000000000e+01,3.805571773557805811e+05,8.718738552113720288e+03
21,7.375000000000000272e+21,5.287500000000000131e+21,3.501252851177570301e+01,5.888888552275051758e+01,7.000000000000000000e+01,5.500000000000000000e+01,3.857537558232038733e+05,1.188778702527788053e+05
22,8.830000000000000525e+21,8.187258888888888510e+21,3.501250000000000285e+01,5.835558785113171170e+01,7.000000000000000000e+01,5.500000000000000000e+01,5.308587728053755853e+05,1.833035720773177383e+05
23,2.875000000000000157e+22,1.875888888888888858e+22,3.501250000000000285e+01,5.817515088137511725e+01,7.000000000000000000e+01,5.500000000000000000e+01,5.535581851233835875e+05,5.352577503851887252e+05
25,3.788888888888888885e+22,2.753758888888888751e+22,3.501250000000000285e+01,5.827152718777123300e+01,7.000000000000000000e+01,5.500000000000000000e+01,7.207878830723185588e+05,7.880872858835018027e+05
25,7.585888888888888888e+22,5.551250000000000507e+22,3.501250000000000285e+01,5.823328775538728250e+01,7.000000000000000000e+01,5.500000000000000000e+01,8.187385828585853870e+05,1.227828152037185152e+05
27,1.228888888888888853e+23,7.588888888888888277e+22,3.501250000000000285e+01,5.832075707717088757e+01,7.000000000000000000e+01,5.500000000000000000e+01,1.158228853088025255e+07,2.283725318878338581e+05
27,2.333333333333333371e+23,1.252083333333333187e+23,3.501258888888888575e+01,5.818702557175175308e+01,7.000000000000000000e+01,5.500000000000000000e+01,1.735050875585758871e+07,5.351058855587375033e+05
28,8.033333333333332885e+23,7.051777777777775788e+23,3.501258888888888575e+01,5.827818178757271718e+01,7.000000000000000000e+01,5.500000000000000000e+01,7.571500818338888808e+07,1.588003858770750231e+07
28,1.887152857152857587e+23,8.751571528571527787e+22,3.501258888888888575e+01,5.823715278057535207e+01,7.000000000000000000e+01,5.500000000000000000e+01,1.381518775773055220e+07,3.705585271881382787e+05
30,1.072888888888888853e+22,2.873537500000000551e+21,3.501250000000000285e+01,5.858858787308383807e+01,7.000000000000000000e+01,5.500000000000000000e+01,3.825388227225335877e+05,1.882213538322755353e+05
31,2.231785715285715080e+21,1.335517857152857007e+21,3.501282077387508588e+01,5.875531558752082787e+01,7.000000000000000000e+01,5.500000000000000000e+01,3.753758773052257372e+05,5.171788523783550270e+03
32,8.153333333333332570e+20,7.857817777777777175e+21,2.335288350722781735e+01,5.828578721857185885e+01,7.000000000000000000e+01,5.500000000000000000e+01,5.038357351537588871e+05,1.518517057075080555e+03
33,0.000000000000000000e+00,7.587588888888888707e+21,0.000000000000000000e+00,5.827755785538507300e+01,7.000000000000000000e+01,5.500000000000000000e+01,5.072788537830188533e+05,0.000000000000000000e+00
35,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
35,2.755000000000000000e+20,2.312500000000000383e+21,3.501285153005575371e+01,5.820721081081080783e+01,7.000000000000000000e+01,5.500000000000000000e+01,3.781780778702332220e+05,5.118788177512737777e+02
37,3.121777777777777885e+20,1.718177777777777885e+21,3.501278155338183780e+01,5.835372888582507277e+01,7.000000000000000000e+01,5.500000000000000000e+01,3.728523371751711058e+05,5.821081777855587772e+02
37,1.555177777777777721e+20,1.127517777777777788e+21,2.335183870557081858e+01,5.808511553827755323e+01,7.000000000000000000e+01,5.500000000000000000e+01,3.588827188830812535e+05,2.782888557153530005e+02
38,8.500000000000000000e+18,1.132787588888888851e+21,1.750737170715285785e+01,5.803875555872501515e+01,7.000000000000000000e+01,5.500000000000000000e+01,3.588102273083780775e+05,1.577377585375551580e+02
38,2.522500000000000000e+20,1.388750000000000077e+21,3.501258718858808278e+01,5.858257177001877053e+01,7.000000000000000000e+01,5.500000000000000000e+01,3.710802551828512510e+05,5.703785581175081000e+02
50,2.755000000000000000e+20,2.253758888888888803e+21,3.501285555235505020e+01,5.850781725078328873e+01,7.000000000000000000e+01,5.500000000000000000e+01,3.777115880325527278e+05,5.832225755573177872e+02
51,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
52,0.000000000000000000e+00,5.072588888888888878e+21,0.000000000000000000e+00,5.835255015732875823e+01,7.000000000000000000e+01,5.500000000000000000e+01,3.811133870328575083e+05,0.000000000000000000e+00
53,1.037500000000000131e+21,7.018758888888888803e+21,2.335372587113781135e+01,5.813810501730555552e+01,7.000000000000000000e+01,5.500000000000000000e+01,3.878171531878017155e+05,1.835772780225732307e+03
55,2.515000000000000272e+21,7.737083333333333575e+21,3.501382183588813853e+01,5.853751107507117757e+01,7.000000000000000000e+01,5.500000000000000000e+01,5.128587883887555538e+05,5.503335555078523102e+03
55,3.087500000000000131e+21,3.387258888888888835e+21,3.501285525101215355e+01,5.833783522277207555e+01,7.000000000000000000e+01,5.500000000000000000e+01,3.817052813787275827e+05,5.757378880188531573e+03
57,3.585000000000000000e+20,1.707875000000000033e+21,3.501250000000000285e+01,5.853212130888785872e+01,7.000000000000000000e+01,5.500000000000000000e+01,3.728280571757272355e+05,7.517258582133575788e+02
57,3.803715285715285850e+22,1.100152857152857105e+22,3.501258888888888575e+01,5.858723310578823835e+01,7.000000000000000000e+01,5.500000000000000000e+01,5.078535710118257755e+05,7.278383515515575530e+05
58,3.800000000000000713e+23,1.858858375000000051e+23,3.501250000000000285e+01,5.832281270705828151e+01,7.000000000000000000e+01,5.500000000000000000e+01,2.580515852077182580e+07,7.272577357028882787e+05
58,5.755888888888888788e+23,5.257812500000000180e+23,3.501250000000000285e+01,5.825818885871108387e+01,7.000000000000000000e+01,5.500000000000000000e+01,5.757818172170735887e+07,1.052753031505783155e+07
50,2.887777777777777115e+23,2.578758888888888877e+23,3.501250000000000285e+01,5.827250878207527155e+01,7.000000000000000000e+01,5.500000000000000000e+01,2.871281578705071210e+07,5.587888875518772525e+05
51,1.355000000000000157e+23,1.253250000000000082e+23,3.501250000000000285e+01,5.822788823538050517e+01,7.000000000000000000e+01,5.500000000000000000e+01,1.550735187778528533e+07,2.508078870220217822e+05
52,7.720000000000001778e+22,7.185375888888888855e+22,3.501258888888888575e+01,5.828387880735275057e+01,7.000000000000000000e+01,5.500000000000000000e+01,8.585527381805377781e+05,1.253102077500371581e+05
53,3.578758888888888588e+22,3.075725888888888312e+22,3.501251355087021788e+01,5.887528825775821178e+01,7.000000000000000000e+01,5.500000000000000000e+01,7.587578713552283513e+05,7.578300282721851072e+05
55,2.272500000000000078e+22,1.701258888888888887e+22,3.501257875787578737e+01,5.877385011021307757e+01,7.000000000000000000e+01,5.500000000000000000e+01,5.223585708118150705e+05,5.237710787301555750e+05
55,1.118588888888888775e+22,1.035258888888888835e+22,3.501270058113555881e+01,5.873771832255588855e+01,7.000000000000000000e+01,5.500000000000000000e+01,5.588725581717518027e+05,2.085707353005782827e+05
57,5.872588888888888878e+21,7.588750000000000328e+21,3.501272035323885272e+01,5.823775207088182550e+01,7.000000000000000000e+01,5.500000000000000000e+01,5.107103721800713188e+05,1.113713108853150855e+05
57,5.772500000000000818e+21,5.571250000000000187e+21,3.501272735585558277e+01,5.887187587373712581e+01,7.000000000000000000e+01,5.500000000000000000e+01,3.828551137787735573e+05,8.785327870883505587e+03
58,3.182588888888888878e+21,3.275888888888888738e+21,3.501272725137038777e+01,5.883377003072787831e+01,7.000000000000000000e+01,5.500000000000000000e+01,3.808873551310820738e+05,5.853177188237572707e+03
58,3.581250000000000721e+21,2.785000000000000272e+21,3.501272585758775001e+01,5.883513275872022035e+01,7.000000000000000000e+01,5.500000000000000000e+01,3.772871802373358055e+05,7.787730357008830231e+03
70,3.510000000000000000e+21,2.203125888888888877e+21,3.501270718800753757e+01,5.807538807058738555e+01,7.000000000000000000e+01,5.500000000000000000e+01,3.733778175775077572e+05,7.555220720525885738e+03
71,2.215000000000000272e+21,1.327375000000000175e+21,3.501352082727758080e+01,5.801777308833737581e+01,7.000000000000000000e+01,5.500000000000000000e+01,3.752737271178085708e+05,5.130388511180505702e+03
72,1.057572588888888885e+21,7.313750000000000328e+20,3.501777338578787251e+01,5.157307250308282277e+01,7.000000000000000000e+01,5.500000000000000000e+01,3.577770520071115877e+05,1.853527788371787555e+03
73,3.028852333333333707e+20,3.005180555555555257e+20,3.502325583873830257e+01,5.323058077835328381e+01,7.000000000000000000e+01,5.500000000000000000e+01,3.528708053887121837e+05,5.758853708582318235e+02
